date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:03:56	4099/4099	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/light_rounded/sprite.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/light_rounded/sprite.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:03:57	1411/1411	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/light_rounded/btnNext.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/light_rounded/btnNext.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:03:58	1442/1442	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/light_rounded/btnPrevious.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/light_rounded/btnPrevious.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:03:59	4076/4076	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/dark_rounded/sprite.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/dark_rounded/sprite.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:00	130/130	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/dark_rounded/contentPattern.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/dark_rounded/contentPattern.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:01	1411/1411	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/dark_rounded/btnNext.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/dark_rounded/btnNext.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:02	1442/1442	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/dark_rounded/btnPrevious.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/dark_rounded/btnPrevious.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:03	2545/2545	---M--	200	added ('OK')	image/gif	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/dark_rounded/loader.gif	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/dark_rounded/loader.gif	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:04	2545/2545	---M--	200	added ('OK')	image/gif	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/dark_square/loader.gif	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/dark_square/loader.gif	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:05	3507/3507	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/dark_square/sprite.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/dark_square/sprite.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:06	1411/1411	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/dark_square/btnNext.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/dark_square/btnNext.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:07	1442/1442	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/dark_square/btnPrevious.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/dark_square/btnPrevious.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:08	3507/3507	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/light_square/sprite.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/light_square/sprite.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:09	1411/1411	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/light_square/btnNext.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/light_square/btnNext.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:10	1442/1442	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/light_square/btnPrevious.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/light_square/btnPrevious.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:11	4227/4227	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/facebook/sprite.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/facebook/sprite.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:12	142/142	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/facebook/contentPatternTop.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/facebook/contentPatternTop.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:13	137/137	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/facebook/contentPatternLeft.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/facebook/contentPatternLeft.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:14	136/136	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/facebook/contentPatternRight.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/facebook/contentPatternRight.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:15	2545/2545	---M--	200	added ('OK')	image/gif	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/facebook/loader.gif	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/facebook/loader.gif	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:16	845/845	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/facebook/btnNext.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/facebook/btnNext.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:17	828/828	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/facebook/btnPrevious.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/facebook/btnPrevious.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:18	142/142	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/facebook/contentPatternBottom.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/facebook/contentPatternBottom.png	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:19	227/227	---M--	200	added ('OK')	image/gif	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/facebook/default_thumbnail.gif	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/facebook/default_thumbnail.gif	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:20	2545/2545	---M--	200	added ('OK')	image/gif	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/light_rounded/loader.gif	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/images/prettyPhoto/light_rounded/loader.gif	(from http://marianodigabriele.com/wp-content/themes/the-core-parent/css/prettyPhoto.css?ver=1.0.23)
10:04:23	31393/31393	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/gallery_glass1.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/gallery_glass1.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:04:23	520/520	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/div_oblique_purple.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/div_oblique_purple.png	(from http://marianodigabriele.com/?page_id=3071)
10:04:23	2218/2218	---MC-	200	added ('OK')	application/json	date:Sun,%2006%20May%202018%2014:04:22%20GMT	http://marianodigabriele.com/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fmarianodigabriele.com%2F%3Fpage_id%3D3071	/Users/xbw881/websites/mariano/marianodigabriele.com/indexe7f4.json	(from http://marianodigabriele.com/?page_id=3071)
10:04:25	2319/2319	---MCZ	200	added ('OK')	text/xml	date:Sun,%2006%20May%202018%2014:04:23%20GMT	http://marianodigabriele.com/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fmarianodigabriele.com%2F%3Fpage_id%3D3071&format=xml	/Users/xbw881/websites/mariano/marianodigabriele.com/indexf62a.php	(from http://marianodigabriele.com/?page_id=3071)
10:04:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2006%20May%202018%2014:04:24%20GMT	http://marianodigabriele.com/?p=3071	/Users/xbw881/websites/mariano/marianodigabriele.com/index7c54.html	(from http://marianodigabriele.com/?page_id=3071)
10:04:38	109091/109091	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/09/slide1_revo.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/09/slide1_revo.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:04:41	78737/78737	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/09/slide4_revo.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/09/slide4_revo.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:04:45	110866/110866	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/09/slide3_revo.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/09/slide3_revo.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:04:45	94353/94353	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/gallery_urban.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/gallery_urban.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:04:51	47817/47817	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/gallery_onphone.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/gallery_onphone.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:04:54	33267/33267	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/img_bingbang.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/img_bingbang.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:04:56	93907/93907	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/img_onfloor1.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/img_onfloor1.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:04:59	59128/59128	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/05/Article-Business.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/05/Article-Business.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:01	21987/21987	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/01About.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/01About.png	(from http://marianodigabriele.com/?page_id=3071)
10:05:03	53557/53557	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/gallery_coworkers.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/gallery_coworkers.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:03	2082/2082	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/09/portfolio-section-bg-black.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/09/portfolio-section-bg-black.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:07	67865/67865	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20May%202018%2014:05:03%20GMT	http://marianodigabriele.com/?fw-portfolio=auto-trader	/Users/xbw881/websites/mariano/marianodigabriele.com/indexfbeb.html	(from http://marianodigabriele.com/?page_id=3071)
10:05:09	80387/80387	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/about-us-story.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/about-us-story.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:13	59227/59227	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/Auto-Trader.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/Auto-Trader.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:14	41353/41353	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/Beat-Heaven.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/Beat-Heaven.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:16	67382/67382	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/Kiddo-Turf.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/Kiddo-Turf.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:19	56768/56768	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/The-Flavour.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/The-Flavour.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:19	67963/67963	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20May%202018%2014:05:13%20GMT	http://marianodigabriele.com/?fw-portfolio=kiddo-turf	/Users/xbw881/websites/mariano/marianodigabriele.com/indexcfec.html	(from http://marianodigabriele.com/?page_id=3071)
10:05:21	35109/35109	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/Help-Children.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/Help-Children.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:23	67889/67889	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20May%202018%2014:05:19%20GMT	http://marianodigabriele.com/?fw-portfolio=beat-heaven	/Users/xbw881/websites/mariano/marianodigabriele.com/index33a1.html	(from http://marianodigabriele.com/?page_id=3071)
10:05:28	27194/27194	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/Freelancer.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/Freelancer.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:29	43236/43236	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/Joannah-Cruz.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/Joannah-Cruz.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:31	2037/2037	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/portfolio-section-bg.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/portfolio-section-bg.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:31	75790/75790	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/Paradise-Cove.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/Paradise-Cove.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:32	67907/67907	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20May%202018%2014:05:28%20GMT	http://marianodigabriele.com/?fw-portfolio=help-children	/Users/xbw881/websites/mariano/marianodigabriele.com/indexb6de.html	(from http://marianodigabriele.com/?page_id=3071)
10:05:33	3259/3259	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/magic_hat.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/magic_hat.png	(from http://marianodigabriele.com/?page_id=3071)
10:05:33	1431/1431	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/03Team.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/03Team.png	(from http://marianodigabriele.com/?page_id=3071)
10:05:35	64247/64247	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/Exposure.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/Exposure.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:35	67909/67909	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20May%202018%2014:05:31%20GMT	http://marianodigabriele.com/?fw-portfolio=paradise-cove	/Users/xbw881/websites/mariano/marianodigabriele.com/indexfdf0.html	(from http://marianodigabriele.com/?page_id=3071)
10:05:37	67977/67977	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20May%202018%2014:05:32%20GMT	http://marianodigabriele.com/?fw-portfolio=michael-cruz	/Users/xbw881/websites/mariano/marianodigabriele.com/index0e35.html	(from http://marianodigabriele.com/?page_id=3071)
10:05:37	67960/67960	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20May%202018%2014:05:33%20GMT	http://marianodigabriele.com/?fw-portfolio=freelancer	/Users/xbw881/websites/mariano/marianodigabriele.com/index726b.html	(from http://marianodigabriele.com/?page_id=3071)
10:05:37	9900/9900	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/team_member1.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/team_member1.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:37	67760/67760	---MCZ	200	added ('OK')	text/html	date:Sun,%2006%20May%202018%2014:05:35%20GMT	http://marianodigabriele.com/?fw-portfolio=portfolio	/Users/xbw881/websites/mariano/marianodigabriele.com/index5353.html	(from http://marianodigabriele.com/?page_id=3071)
10:05:39	7423/7423	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/team_member21.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/team_member21.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:39	8571/8571	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/team_member3.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/team_member3.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:41	9680/9680	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/team_member4.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/team_member4.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:48	1533/1533	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/09/Red_Pattern1.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/09/Red_Pattern1.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:49	22852/22852	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/08/testimonials_bg.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/08/testimonials_bg.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:51	2868/2868	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/09/elegant_icon-2.png	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/09/elegant_icon-2.png	(from http://marianodigabriele.com/?page_id=3071)
10:05:55	106526/106526	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202018%2001:06:39%20GMT	http://marianodigabriele.com/wp-content/uploads/2015/09/Background-Offices.jpg	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/uploads/2015/09/Background-Offices.jpg	(from http://marianodigabriele.com/?page_id=3071)
10:05:55	3525/3525	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/js/modulo-columns.js?ver=1.0.23	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/js/modulo-columns982a.js	(from http://marianodigabriele.com/?page_id=3071)
10:05:55	40851/40851	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/js/isotope.pkgd.min.js?ver=1.0.23	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/js/isotope.pkgd.min982a.js	(from http://marianodigabriele.com/?page_id=3071)
10:05:57	2431/2431	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2001%20Feb%202018%2000:48:45%20GMT	http://marianodigabriele.com/wp-content/themes/the-core-parent/framework-customizations/extensions/shortcodes/shortcodes/portfolio/static/js/portfolio-script.js?ver=1.0.23	/Users/xbw881/websites/mariano/marianodigabriele.com/wp-content/themes/the-core-parent/framework-customizations/extensions/shortcodes/shortcodes/portfolio/static/js/portfolio-script982a.js	(from http://marianodigabriele.com/?page_id=3071)
